ramz_code,ramz_id,ramz_link,bac_type_id,bac_type_name,university_id,university_name,table_specialization,table_university,table_institution,table_location,table_criteria,institution,field_of_study,historical_scores,seven_percent
10799,110799,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110799,1,آداب,3,جامعة تونس المنار,الإجازة في علوم الـتــولـيـــد - قابلة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 105.5, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 141.9034, '2020': 140.135, '2021': 158.64, '2022': 152.7211, '2023': 147.8954, '2024': 157.0867}",yes
10195,310195,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310195,3,علوم تجريبية,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص فلسفة,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 129.8575, '2020': 145.9375, '2021': 94.5909, '2022': 108.6267, '2023': 103.8358, '2024': 111.0619}",no
10195,510195,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510195,5,العلوم التقنية,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص فلسفة,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 106.2575, '2020': 110.1025, '2021': 126.57, '2022': 0.0, '2023': 0.0, '2024': 100.0216}",no
10105,610105,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610105,6,علوم الإعلامية,2,جامعة منوبة,الإجازة في الإيطالية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+IT,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 121.9051, '2020': 105.2625, '2021': 99.3495, '2022': 97.7552, '2023': 107.7, '2024': 124.853}",yes
13523,213523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=213523,2,رياضيات,4,جامعة  قرطاج,الإجازة في علوم الإعلامية,جامعة قرطاج,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 120.0005, '2015': 120.2948, '2016': 116.25, '2017': 114.6238, '2018': 111.425, '2019': 138.9395, '2020': 135.2801, '2021': 158.7024, '2022': 164.6837, '2023': 168.0221, '2024': 169.815}",yes
11207,411207,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411207,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في تصميم الفضاء,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 115.9078, '2020': 116.3839, '2021': 120.7656, '2022': 117.2132, '2023': 105.9229, '2024': 112.7673}",yes
11208,411208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411208,4,إقتصاد وتصرف,2,جامعة منوبة,الاجازة في تصميم المنتوج,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 107.8722, '2020': 104.8798, '2021': 105.6269, '2022': 102.0085, '2023': 90.572, '2024': 97.3307}",yes
10611,110611,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110611,1,آداب,2,جامعة منوبة,الإجازة في الصحافة,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 116.4375, '2012': 107.8475, '2013': 108.0975, '2014': 102.2875, '2015': 109.1125, '2016': 105.425, '2017': 105.095, '2018': 108.475, '2019': 112.8625, '2020': 107.655, '2021': 113.9175, '2022': 106.81, '2023': 102.78, '2024': 107.7875}",no
11501,511501,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511501,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الكيمياء,جامعة قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 96.3568, '2021': 112.4945, '2022': 118.021, '2023': 101.964, '2024': 112.885}",yes
13103,513103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=513103,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الفرنسية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 115.445, '2020': 88.7703, '2021': 112.1414, '2022': 0.0, '2023': 99.965, '2024': 134.6007}",yes
10244,410244,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410244,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في التعمير و التهيئة,جامعة قرطاج,المعهد العالي لتكنولوجيات البيئة والعمران والبنيان,تونس,FG+PH,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 80.6316, '2020': 93.5981, '2021': 99.215, '2022': 97.33, '2023': 94.595, '2024': 99.07}",no
20312,220312,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=220312,2,رياضيات,4,جامعة  قرطاج,الاجازة في العلوم الاقتصادية,جامعة قرطاج,المعهد العالي للتصرف ببنزرت,بنزرت,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 102.3187, '2012': 100.15, '2013': 103.3336, '2014': 103.675, '2015': 108.15, '2016': 108.5, '2017': 108.15, '2018': 109.45, '2019': 118.2083, '2020': 114.7736, '2021': 133.22, '2022': 141.7322, '2023': 97.8333, '2024': 110.9411}",yes
10124,310124,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310124,3,علوم تجريبية,1,جامعة تونس,الإجازة في الجغرافيا,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+F,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 101.2862, '2020': 105.3949, '2021': 108.4606, '2022': 119.0929, '2023': 123.1035, '2024': 102.4134}",yes
10612,410612,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410612,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في الاتصال,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 105.64, '2020': 94.99, '2021': 107.2975, '2022': 104.2477, '2023': 94.2118, '2024': 95.215}",no
10103,510103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510103,5,العلوم التقنية,1,جامعة تونس,الإجازة في الفرنسية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 122.0747, '2020': 112.9259, '2021': 121.43, '2022': 89.8449, '2023': 106.5471, '2024': 102.9515}",yes
12106,312106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=312106,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في الألمانية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 141.6573, '2020': 114.61, '2021': 138.993, '2022': 142.8985, '2023': 161.3828, '2024': 103.1002}",yes
14311,514311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=514311,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في إعلامية التـصـرف,جامعة قرطاج,معهد الدراسات العليا التجارية بقرطاج,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 187.8064, '2020': 189.895, '2021': 204.1132, '2022': 191.2465, '2023': 192.9585, '2024': 190.3263}",yes
10102,110102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110102,1,آداب,1,جامعة تونس,الإجازة في الإنقليزية,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 103.55, '2012': 114.276, '2013': 104.5035, '2014': 104.0998, '2015': 108.9084, '2016': 114.4098, '2017': 113.9102, '2018': 114.8076, '2019': 116.8517, '2020': 107.7276, '2021': 116.025, '2022': 109.9199, '2023': 112.1467, '2024': 115.4263}",yes
11311,611311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611311,6,علوم الإعلامية,1,جامعة تونس,الإجازة في إعلامية التـصـرف,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,تونس,FG+(M+Algo)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 131.595, '2012': 121.825, '2013': 120.6693, '2014': 124.0745, '2015': 131.8588, '2016': 133.1925, '2017': 130.9546, '2018': 113.5805, '2019': 126.8699, '2020': 119.0482, '2021': 145.7126, '2022': 150.5651, '2023': 157.3649, '2024': 158.0069}",yes
10194,210194,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210194,2,رياضيات,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص جفرافيا,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 120.9375, '2020': 0.0, '2021': 123.64, '2022': 0.0, '2023': 0.0, '2024': 0.0}",no
10121,510121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510121,5,العلوم التقنية,1,جامعة تونس,الإجازة في علم النـفـــس,جامعة تونس,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,FG+PH,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 121.675, '2020': 118.34, '2021': 133.265, '2022': 159.7, '2023': 139.025, '2024': 138.42}",no
11192,311192,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311192,3,علوم تجريبية,2,جامعة منوبة,المرحلة التحضيرية للغات والآداب:انقليزية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(AR+2ANG+F)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 187.3475, '2020': 153.86, '2021': 157.275, '2022': 155.6275, '2023': 130.0125, '2024': 138.0575}",no
